Date,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2021.02.16,-0.467566516,-0.714412764,-0.105969325,-0.714412764,-0.2172409,1.201578683,-0.928001507,,-0.44259723,-0.22472063,,0.2195754,-0.847487453
2021.02.17,-1.072579408,0.336855781,0.254765568,0.336855781,0.266135158,0.191834935,-0.061075539,,0.820977424,0.141967753,,0.293102372,0.261573779
2021.02.18,-0.45017429,-0.183492089,-0.627520748,-0.183492089,0.309021393,1.199131792,-0.087316208,,0.873068356,-0.963439773,,-0.099598899,0.433609849
2021.02.19,0.160959553,0.527283027,-1.093804434,0.527283027,-1.173961973,1.672921809,0.074002558,,-0.080121258,-1.427851059,,0.546656522,-0.350995316
2021.02.22,-0.764065384,-0.730865248,-0.914179724,-0.730865248,0.214608145,0.278739079,0.28628699,0.45342094,-1.198510026,-1.046806455,0.024403951,0.299184342,1.387949162
2021.02.23,-0.371272067,0.110491436,0.140984091,0.110491436,0.175503753,-1.319644214,0.011990297,2.882551412,0.690896462,0.152367964,-0.869145464,0.225103042,-0.047892687
2021.02.24,0.824709874,-0.744204774,-0.827806169,-0.744204774,0.707230905,-1.488540374,0.039960801,1.405590546,0.237356274,-1.120812137,-0.281855629,0.743278388,-0.114979572
2021.02.25,1.584456311,0.71990335,1.584456311,0.71990335,0.118162817,-5,-4.991446193,0.398907941,-4.999592145,-0.365955468,-1.748932273,-2.752589632,0.109622378
2021.02.26,-1.225705691,-1.439720201,-1.231828963,-1.439720201,1.564738406,-2.215633482,-3.309750244,2.688912637,0.007759975,-1.231828963,3.219960287,0.536352571,-0.264290836
2021.03.01,0.536173513,0.61029537,0.597052016,0.61029537,-0.282198358,-0.284675385,-0.058177547,1.381474535,0.719839617,0.487355137,0.565475194,0.229591783,-0.23781537
2021.03.02,0.404804764,0.084163984,0.002836102,0.084163984,0.211483183,-1.171055094,0.345090396,0.5468596,-0.8846373,0.116039382,#DIV/0!,1.486380891,-0.694502188
